,Life
0.01082,3254.5670604345014
0.0027,124332.81738338506
0.00126,4794594.283592677
0.00013000000000000002,396926950861251.56
0.0005300000000000001,3358247819.26606
0.0014,2525953.594764757
0.0006500000000000001,636732014.1324215
0.00017,42454808520633.195
0.00087,64329777.07248664
0.00012,773359003483389.1
0.00075,203163363.95904812
0.0003,374620033831.38226
0.00026000000000000003,1232750205150.2156
0.00246,175072.32391169656
0.0007800000000000001,149310485.40720966
0.00067,498877328.44791156
0.00011,1596890614993054.2
0.00069,394064302.5047915
0.00021,7300750822319.182
5e-05,1.1396551342168547e+18
0.00015,120461960890949.98
0.00231,223469.4944433591
0.0009000000000000001,49803694.191495046
0.00141,2423157.2638475085
0.0010400000000000001,17343421.104379777
0.0107,3331.706358342412
0.00199,417748.113781726
0.00032,218994638324.88358
0.0004,34313924689.020477
0.00167,962328.5197279541
0.00159,1242268.0312874196
8e-05,2.2687112015127252e+16
0.00025,1708849659983.4268
0.0011200000000000001,10376955.267339336
0.00361,48126.56631331325
0.0005,5422676601.799895
0.00226,243906.32831633123
0.00161,1162960.7944820274
0.0021200000000000004,317592.0327973687
0.00074,225876519.83316445
0.00138,2749139.86003216
0.00122,5890127.829657005
0.00016,70356344183775.79
0.00166,992336.1804952888
0.00042,22900509408.849678
0.00118,7319197.0842461
0.00165,1023622.9491499674
0.00047,9032548423.51062
0.00102,19906519.961798333
0.0007199999999999999,280661561.5828502
0.00195,457470.7281454002
0.0015600000000000002,1375381.7909012954
0.00039000000000000005,42332342300.71525
0.0007,351257141.065338
0.00034,132289648498.55174
0.01027,3633.0879631489643
0.00213,311346.9255624434
0.0015,1704370.4220550843
0.00063,819682351.0505195
0.0006,1217944550.9554324
0.00216,293623.22539805237
0.0018000000000000002,663983.3646006288
0.00035999999999999997,82273226553.3188
0.0008,122566755.62819907
0.00061,1064802745.6356032
0.00157,1328982.2849062574
0.00057,1850404427.0322676
0.0010500000000000002,16212257.602988526
0.0013000000000000002,3944672.053241763
0.001,22940875.255573675
8.999999999999999e-05,8501831800178776.0
0.0007700000000000001,165184803.11987022
0.00014000000000000001,214053396335695.0
0.00085,76800233.87172192
0.00296,90445.07072252575
0.00091,45846879.845478654
0.00232,219678.28339204134
0.0020499999999999997,366701.3564784787
0.00064,721643689.5649047
0.0018700000000000001,554320.2405124841
0.00068,442944778.3884899
0.00051,4607030918.197672
0.00048,7591863794.897969
0.00182,629805.1221326254
0.00045000000000000004,12937576716.409624
0.0027300000000000002,119548.98991329668
0.00152,1584122.7398043657
0.00272,121113.1882961229
0.00217,288033.34567339456
0.0025099999999999996,162289.99511628918
0.00121,6211983.843983347
1e-05,7.612413597387136e+23
0.0005600000000000001,2138533740.8281841
0.00022,4955362244583.285
0.0012,6556190.938168042
0.00098,26548548.588572096
0.00055,2478445985.8791747
0.00307,80106.76165559582
0.00294,92535.42095130372
0.00076,183041641.22335735
0.00033,169553187259.1747
0.01652,1382.2555686572875
0.01799,1170.7472100866594
0.00314,74415.23591486736
0.0009699999999999999,28606013.440618705
0.00028000000000000003,665187774609.2522
0.0005200000000000001,3927093435.465628
0.00059,1396554319.0683324
0.00043,18845798224.26009
0.00096,30856906.129869755
0.0002,10961874251205.557
0.0010600000000000002,15169403.571899977
0.00086,70241712.00534192
0.00027,900363985659.532
0.0001,3533508215303610.0
0.00044,15580423416.00861
0.00321,69304.5537005829
0.00222,262235.54726239736
0.00099,24665753.118528195
0.00235,208843.31829812375
0.00142,2325736.888972432
0.03169,403.80285804843726
0.00227,239610.82256643486
0.00196,447060.98763326486
0.00139,2634485.2744858973
0.00095,33322258.220199704
0.0020099999999999996,399681.78289709036
0.00111,11030435.095064215
0.00017999999999999998,26369454673121.46
0.00094,36025678.84888765
0.00107,14207009.80917479
0.0016899999999999999,905896.9825746926
0.00037,65529260289.540535
0.0077800000000000005,6666.775741455399
0.00113,9770485.65627705
0.00038,52515267197.45095
0.00426,29824.562595794432
0.00311,76778.48085828808
0.00117,7742216.981309991
0.0020299999999999997,382692.7544759243
0.00035,103968498054.46352
0.00108,13317999.487543646
0.00049,6404769043.760644
0.00564,14275.461882788764
0.0024100000000000002,189364.14870107005
0.005370000000000001,16146.503773273591
0.00322,68617.33050226896
0.00233,215978.7080529069
0.00147,1908377.9584841924
0.00101,21358934.295830518
0.014310000000000002,1836.602907357016
0.00174,783156.1614722774
0.00071,313692088.73124486
0.00103,18571610.98089082
0.00054,2880695338.4090962
0.0016,1201738.1759720345
0.00242,186374.26708329064
0.0008100000000000001,111303046.72956705
0.0024300000000000003,183452.06485147504
0.00029,496713444242.9671
0.01018,3701.58013068607
0.00062,933150471.153547
0.0017900000000000001,682032.984353175
0.00132,3591526.0566648347
0.00058,1605434978.677684
0.00082,101224533.08600421
0.00031,285179485604.26196
0.0018100000000000002,646583.6894107835
0.00134,3277854.7865390447
0.016260000000000004,1425.936330864626
0.00275,116508.15529629357
0.00422,30618.718098962836
0.00285,102883.77054821221
0.00298,88423.75902453666
0.00116,8196068.912524623
0.00395,36929.21897004302
0.00084,84086386.24255283
0.00088,58993271.74880675
0.00756,7114.960457998424
0.00083,92192609.5605022
0.00133,3430096.257378023
0.00267,129402.06480764742
0.00128,4343325.781761337
0.00578,13433.716824524723
0.00568,14026.84486408824
0.01103,3126.1479743740347
0.0016200000000000001,1125844.1261086303
0.0033,63467.47950531793
0.0,1.6573879744711253e+82
0.0015300000000000001,1528195.872375668
0.00041,27961717354.689537
0.00046,10788349969.665377
0.00173,805807.2311702654
0.0070599999999999994,8326.53598962897
