,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,Sig,D,E,Sequences,Rec-Plot,Projection,Clean-Rec-Plot
Data0,0.2676849388442143,1.943217163086088,3.4776805266068536,4.1086355608398755,4.680047522949796,6.298502054002416,6.4488765873814975,9.2019254287639,9.733761302342112,10.800534375384403,11.29029719903556,10.274758014905824,9.330057712539672,9.562524676325676,9.896048930438187,9.446232666921315,7.567676758009998,8.704192913949495,10.314740969734265,10.62969499836648,10.11801517527062,9.96509857458213,9.610809159196856,10.322800893661935,10.699977339936693,12.03947640143899,13.436322373352992,13.103493685242178,12.867038927165186,13.306453325545133,15.629928584705734,15.569174907976985,16.921998458368215,16.582839701461626,16.88996051710845,19.03519411947358,19.363150626316724,22.090969325782055,21.757543835509296,21.07172774680532,19.74560201947683,19.628007879642325,20.743156692495315,19.80680499813515,20.0631113777508,20.306299492371167,21.14259249081011,19.880147548230525,19.920859785099537,20.077619324158167,19.594132021666454,20.233078069124435,19.645705196727093,20.136992670003334,20.860101767688583,21.496583157274326,21.218164736612422,19.234939479169483,18.454890307114088,19.37850468650921,19.4102025002311,19.819156310600373,20.141906115810578,19.576555261656818,21.952942255985562,22.081133796001748,21.389181654140003,22.543744494932593,22.270460195843665,24.744177877686962,23.801751258820328,25.231379703357966,26.216533310720973,26.402365760907887,26.886033638824124,26.517009411907466,26.8708655792891,27.44667585283375,26.3233972247084,27.94993403325718,28.980540273120116,30.025706548605715,30.77984785734542,31.38653233498811,30.94951007247678,31.407863310765546,31.953746872263554,30.57759281760245,30.84378542387912,30.494982332242152,30.074000188325737,29.090635121346832,28.53677741007409,27.863900327864666,30.138663095804805,27.73463272959424,27.1682254185449,26.412489491148747,26.29383952906086,26.438625049623493,430000000,1.0498221244986776,205000000000,401.4627133240644,TestV5/recplot/401.png,TestV5/projection/401.png,TestV5/cleanrec/401.png
Data1,-1.058260210461754,0.15249991545064723,1.6928124314076678,1.472524902578645,-0.24719890337400585,-1.5319495176608209,-1.1983815996378784,-0.7761535992710176,1.4226912773497413,1.1526056757371816,0.8387740425585841,-0.22908239928485008,-0.6306680334768678,-1.4461770460780632,-1.7678706885473265,-2.3799940773003234,-3.2638530200629514,-4.264945079071852,-3.156217569425679,-1.642373741413569,-2.807605271742799,-2.3117882349322327,-3.312973320571741,-1.124631011738153,-1.0443375417770215,-3.3109857799720346,-3.3436176809460254,-3.6053371183061533,-1.2710504906713522,-1.509087243091866,-2.1317058362414167,-1.1895928105599705,0.6557778876904183,0.8408486047364263,0.2502301454489534,-1.4841413874159834,-0.3367455151262684,-0.28621525346479426,-1.8892276284727,-0.8772432063277131,-0.9964087123126686,-1.6871056617897087,-1.8599795899959173,-2.3961514374552366,-2.059361551294267,-1.1317030781351618,0.5692627995075437,1.5150838917039797,2.010092582966904,1.854246547003599,1.399389020011269,1.7463364050459447,3.020148500001463,3.4906813213177195,3.5111881938979668,2.0591841786824876,0.3405585316058619,0.18788716380342868,-0.12981080399293954,-2.5713834725326903,-2.156045687107526,-2.536617449274839,-1.962807809171132,-1.4397259559364495,-3.0747041593889515,-2.806477214637262,0.14958215601075953,0.6325297266725578,1.1894892055965436,0.28750586877923845,-0.4564953223752948,-1.2983305156046885,-1.543067677915309,-3.57745032829056,-2.697329333993393,-1.9318966956261137,-2.142655892150889,-2.6152582433079883,-2.4208388935699214,-1.8297076315464464,-2.1816885139369644,-1.4208725030547358,-2.892113645491775,-0.46436544374964894,-0.6200768173670759,-2.224867192522285,-2.4109527122753893,-1.5467805752975683,-3.644912443002522,-3.824058145430011,-3.3337497760203996,-3.8024708898059085,-3.9440282405912557,-3.5589799583869164,-3.3471435622239802,-2.864120652115873,-2.079898076334065,-2.2020345740924077,-2.174681574834919,-2.087166481986719,430000000,1.0498221244986776,205000000000,2668.0886639657842,TestV5/recplot/2668.png,TestV5/projection/2668.png,TestV5/cleanrec/2668.png
Data2,-0.28634375264161055,0.08277809103748895,-0.03403727165292435,0.5051161859927897,0.9218694699996228,1.2559520940103899,1.3836953394133467,1.7220278837585803,2.339093028874,1.694973532278115,1.3237688732540691,1.8988363195148334,2.304745923127412,4.161743226646687,4.940166621532066,4.067201414599431,3.396520037203279,0.9692455632474415,1.6807884218643256,1.2568141154156998,2.3484466633611705,1.6293689037284844,2.9220026217162767,0.9247017462967497,0.7815288192461644,1.4935584155978305,-0.5598263587833503,-1.9880443458010502,-0.8321590237723868,0.301702730797911,1.5047322722083023,1.8363960270673307,1.767595631563589,2.519551482443905,1.6553036610096283,2.1109844515275045,2.304327101641716,2.9443490874638796,2.291990058449165,1.3861682670698685,1.6583052704198122,2.9537490326441693,5.104894802913307,4.608941707705086,4.136380609090755,2.4226149792202136,1.6553653690149557,0.7079662995064075,0.23987988563874124,1.741476667280206,1.974668675101603,0.9498486471393583,1.438342651676024,0.15406519507460392,-0.43003978088229466,0.6273176544549375,0.12389356030314702,1.0911477526195015,1.4179250598669266,-0.1532041289635626,0.615217945848075,-0.2624805130619827,0.694055688716104,0.9056941137798267,2.209351959200597,2.164065581529216,3.5574917739,2.8457011160391383,3.668359728691904,2.6623559188119694,3.46218183470085,2.582605800715065,1.172039712103905,1.9854609524324538,-0.11521093711898023,-0.5884580082541654,-1.5617951039801845,-2.778203531179435,-3.3631257533542493,-3.013189178547272,-2.5563687381384845,-4.004200578644585,-5.097186780723327,-5.049515685912624,-3.933411570843047,-5.303589218886664,-7.191641290480017,-5.7645193344390675,-4.760495601510261,-7.058543021310031,-8.271697673724104,-7.829297743167315,-8.457237422661716,-9.201307165660017,-8.745377696876467,-7.899254644192865,-6.620825545850461,-6.464244158018512,-5.940251095592551,-6.042163739801972,430000000,1.0498221244986776,205000000000,1792.685989521553,TestV5/recplot/1792.png,TestV5/projection/1792.png,TestV5/cleanrec/1792.png
Data3,1.187529500743482,2.390905574438586,-0.3279057078462735,-0.005634990748567825,-0.820847347689893,-2.026042304299966,-2.063068425901318,-2.6343970993168746,-2.6718332247298915,-1.6225332324619044,-1.3701514472055756,-3.2472089272777165,-3.8176181967181915,-4.9484134648527,-4.826902609566539,-4.479769796799508,-4.49600198004194,-3.6041581791798634,-3.9692768739822597,-2.6527090689002506,-3.435117347032038,-2.767011477541619,-2.3132966697096147,-1.9586836068909168,-0.6421240435232529,-0.3800454494753962,0.12211950808642547,0.9952711936482578,2.329938745981443,3.1539602946392886,2.757344058090785,1.8220632489758002,1.0826233474695717,0.1643199331601891,-1.153382796877794,-3.5003869108329577,-3.6753773038446726,-3.3121510428061036,-3.4857973690695108,-3.0717669499215647,-3.050784784688137,-5.844486867481296,-5.819220635246053,-5.726721269928134,-6.389326145912764,-5.600913760787973,-4.594823466128722,-4.94725509088548,-5.756924742095736,-6.474857673456461,-7.029396783083013,-6.28465019917221,-5.98497332589633,-5.156479128850836,-6.097581994135502,-5.464722873011049,-3.974828401310127,-5.2943426667616516,-4.557200653724893,-5.053318837414734,-5.867302999302369,-5.252008828129082,-4.422376403420435,-4.095632274514401,-3.775987609176785,-2.786018672543916,-1.6296192042683837,-0.9764777480930512,-0.6151534046611153,-0.5582954697299841,-0.6764140227580836,0.4615463872521125,0.7424455656457561,0.9068650801165512,0.08719153230785737,-0.7199721213060495,0.09915757469021613,-0.08094685232942009,0.03847747027334136,1.1906884649826361,0.7895195576244636,1.1031641877177567,0.8967402954609278,-0.27685648662036644,-1.513437254070783,-0.37804601621047773,0.07701338008915809,-1.9468994364739423,-1.7758885560276463,-1.2706443310609274,0.18592632525457709,0.3680811264443291,1.8463431077656174,1.084064835858324,1.126861399481082,0.5739458179398955,0.037919971136609054,0.7254722731491219,-0.16591430626558612,0.6443270335632044,430000000,1.0498221244986776,205000000000,3636.3880733361207,TestV5/recplot/3636.png,TestV5/projection/3636.png,TestV5/cleanrec/3636.png
Data4,-0.8400887082628884,-1.58340113825593,0.937544273561282,0.05488444743641352,1.0620198793045486,0.8927726683092665,0.4252306880790703,0.3757102508407513,1.6148669087104564,1.5834336187112312,0.1983250786694537,-0.24960432854991838,-0.8743292601071877,-1.5436629724333928,-1.2916991259215083,-2.7554848752415992,-5.213343692319864,-4.847737682504321,-4.332137060619262,-3.0595055664999102,-4.0029256017907535,-3.85799228125535,-3.125053267659013,-2.46110035141875,-2.695514029117954,-3.418277915955387,-4.799838692510324,-5.806417560323677,-5.918595500454993,-5.313517561841664,-6.046827542436388,-6.533921169531165,-5.916292034073051,-6.346141220656363,-9.164224206547036,-8.345662434731272,-6.8531925550686426,-7.100855645383227,-6.060382180437834,-5.265893658331775,-4.994267891898014,-5.395615691606202,-7.145376373395111,-5.956518022319978,-5.917252829214511,-5.6192600003978335,-4.91339139552416,-4.940363148351295,-4.940439988626745,-5.592899325773046,-6.428887305800628,-7.703203909113288,-8.923967915301922,-9.426674412812465,-9.600603269758938,-8.224258339213318,-5.60738598247181,-6.3838669613840455,-6.378463070519026,-5.4807702689003825,-5.242132628000256,-4.291158297179939,-2.8863804670387365,-4.048795638839335,-3.1809980613888618,-4.246975961138073,-4.396837250431588,-4.751046090234388,-6.752436484021891,-6.618200044279212,-8.784142136234598,-9.731808705484053,-9.752000591322664,-9.503832938123345,-8.676932402827614,-6.987505848836205,-6.61967307517157,-5.800533085887422,-6.734032053423597,-8.588025632843848,-9.518875378501713,-11.016356656069682,-10.785989275715583,-10.49321994410432,-10.41825761526897,-10.177551081236285,-11.448571628455325,-11.064489420179028,-11.333835418530525,-13.12915804126763,-14.046347883619946,-14.255946749438765,-14.675906597668408,-13.591680078335997,-14.106231390486078,-13.259820363360287,-12.854102895238606,-12.803209194299372,-13.264084151151936,-14.139977888388032,430000000,1.0498221244986776,205000000000,1264.4567649750682,TestV5/recplot/1264.png,TestV5/projection/1264.png,TestV5/cleanrec/1264.png
Data5,2.0124738840477914,2.3461208287955797,2.643980902412183,2.178102134954671,1.521697158816801,-0.30738534120567795,-0.8411778639922313,-1.0991375168976678,-0.30568717580019544,0.8953314820983268,1.3339616568913348,0.4069734767740353,0.22229467738569256,1.4318300826540067,1.997128390668752,2.310754916048889,2.5383964747414782,2.223762640927906,0.7627502044947121,-0.22894144086235824,-1.8972607287260934,-3.1734010656932377,-3.515250584729303,-3.4373326238215896,-4.185029979484136,-4.624259572527075,-3.7928493933487015,-3.462153243070871,-3.2772981097552023,-1.92060322468692,-2.114644754941138,-2.369049197603128,-1.760581248493303,-1.3711184699409842,-0.9939731936836729,-2.1731209064971897,-2.7860956250656983,-2.072518174447505,-0.8309791500270169,0.601899087319391,-0.41285720306112705,0.8073742809712743,0.645399852614474,-0.9145194645099275,-0.7334211906353001,-0.294085935842459,0.04731687089974729,1.1854166967487034,0.0001253463824248957,0.3488612597021304,-0.6276288608845404,-0.7790755095511255,0.4882118168485827,-0.49156957663798573,-1.9911714035542125,-1.5514272279456842,-1.0084454013935642,-0.9165472272981624,-2.0042476853342697,-2.207386925523648,-3.11644740387229,-3.162783065454382,-2.4133179801832156,-2.095258309656759,-0.3822091603020372,0.03510798648709551,0.2707338716241971,0.4193488680684181,0.6214583420823622,0.8352448623974562,2.9319678183578537,2.231094601016509,2.145515685155991,0.649508983682408,1.4842484850352293,0.13199331802329217,-0.042385478300348445,0.38529040021795413,-1.0821466138158997,-1.4838748560171924,-0.14968728592781289,-1.219397356005668,-1.7339055992722991,-1.5429568579806405,-1.0562090094041734,-1.5024853568185277,-1.1522524020811995,-1.3634276886701775,0.2514196788773173,-0.7552930058622207,-0.9339577885341068,-0.5053644916702061,0.9401099992101748,0.6395871965345991,-0.8722444727887634,-0.9417997591802922,-2.3385552304694155,-1.060536853554479,-2.0372418941629586,-3.14036832838548,430000000,1.0498221244986776,205000000000,3324.871363307388,TestV5/recplot/3324.png,TestV5/projection/3324.png,TestV5/cleanrec/3324.png
Data6,0.9894513222479286,0.3121304037870486,1.0212331350102992,1.3046218369857936,0.22000130838221188,-0.28476515550217263,0.25516996087395616,-0.921039728414254,0.29677722764443004,0.6995924546287551,0.48795282920988625,-1.1846904963569675,-2.5130377680014417,-2.146041059190114,-2.0520349938021716,-1.3821216288171168,-1.2802502728875103,-0.3861088138477644,-1.0367459441436058,-2.006742270360065,-3.118273149616792,-2.9953685930335707,-3.3302450432879183,-3.893032113790416,-3.684895677461018,-1.1546727702768762,-2.07604197687626,-2.774322803725551,-1.5531055144223807,-0.5953587414846819,-2.260346587355503,-2.5515971717187504,-4.15976883740651,-4.380080403203289,-4.508263741508574,-2.627419582209809,-4.364806294283195,-2.8396680821935423,-4.506301159149499,-4.031376044368363,-3.788708150455335,-4.025644236606928,-6.310821658841061,-8.613405061926759,-7.47377733362674,-6.842950163098643,-6.300124416265369,-7.305307720342545,-9.725143045173148,-8.657022236183236,-7.722752128763132,-5.438087986662511,-5.157832047808777,-3.689774732566386,-3.669252090655391,-4.080511744912636,-3.581788355778034,-4.649596707612552,-4.5628783696888915,-4.947841902714668,-3.673052214305012,-2.792974546112179,-3.5219040690283556,-3.553333976763245,-2.941747792472494,-2.741904460995001,-4.066478537646962,-3.4184117192771657,-2.215937501994813,-3.3848081541616617,-3.2320076929634003,-2.4627727178533876,-2.3403168717249594,-3.5485984749746704,-3.0663781219449167,-2.4331168586180434,-3.2787886305451734,-3.1399824066654722,-3.097174120437331,-2.530492081043358,-2.0626383306782787,-3.123039275223299,-2.6672402785249902,-5.056162624688049,-5.946156361423176,-3.898225224577595,-2.357541338879905,-1.542052099725624,-2.162059754975243,-0.9783114108042574,-2.4313974250785644,-4.053682187736022,-5.349680781000117,-4.906719734981889,-3.6201498016316593,-4.627604751531736,-5.630016453981114,-5.201857666985883,-4.599703855782893,-5.187733158893144,430000000,1.0498221244986776,205000000000,2867.7289808097676,TestV5/recplot/2867.png,TestV5/projection/2867.png,TestV5/cleanrec/2867.png
Data7,1.2430694686634631,2.407286921004404,3.7575568900466947,5.32233569086144,6.352432253720565,4.600354380886124,4.882612997876607,5.919503705557106,6.333780503363245,6.530001443041693,4.5194113954299535,3.136128030490493,4.075819001173971,5.648155319263961,5.263821498664886,5.656973837218091,5.55889714256977,4.8610089516329955,4.613301455515256,5.395799118875095,6.252699052251232,6.213383086460373,5.717434856404663,5.603983074852193,5.422888701695204,6.617633694775761,4.9573247646806085,3.1195709833262333,4.4325518592186945,4.1076999270605254,4.26749054905493,3.9126843392208293,4.976090202816221,3.6990063107571114,3.788295891786805,4.923583027750634,2.5682725184064013,2.1427502292930347,3.067518179992372,3.796725390225224,3.887917686134088,4.200671542433942,4.991521403333039,4.743697232039056,5.23410737756057,3.5616160018977436,5.327162651434604,5.1665737350695276,5.113709033310591,6.2418081330873,5.42445072813353,6.069390128645004,3.1930521292420453,2.9403597760102125,2.9766695015596127,4.961689573750681,5.3728780188924885,5.542412059650978,5.211747683507661,3.760722989073548,5.484898937815402,4.453067164864122,5.568877446557197,7.907290251044087,6.092461416545462,5.7572685652730495,6.631732889041726,7.250724720658548,6.86838999894967,8.302878890620487,7.6992508591130875,7.912944101073171,7.7316900485472475,6.770530127536377,7.847163486059231,6.656508100627191,6.981340518446601,7.360056465259042,7.166245146008516,7.448800566150888,6.696779068913507,5.200983869227205,4.4774386460192925,5.240405013854854,5.5071763356724315,5.004677916856588,4.020009172510253,3.6537110782358515,2.691104573920931,3.69796136199054,5.559171879199997,5.742500787916826,5.564657303172073,5.8949202129130285,5.901768311283362,5.399239890884655,4.058236911746283,4.478232843809354,2.6449570198699806,2.50402287253311,430000000,1.0498221244986776,205000000000,3401.120162120265,TestV5/recplot/3401.png,TestV5/projection/3401.png,TestV5/cleanrec/3401.png
Data8,0.3095565165995833,0.8105249194808657,0.1314920110677339,-0.03149662705120168,0.3493949623117607,1.066441214470302,1.6174935133455333,1.5463196038967568,0.977097269815458,1.116983021303318,0.5995877965801202,0.5638867052086982,1.4175291786523392,1.4763300373682495,1.8792047810600259,1.3556636208326718,0.697896859910025,-1.1771186021323754,-0.6118509606904367,-1.6792730882869114,-1.734874894937786,-1.5449330078545307,-1.2932938460635006,-1.942215435753758,-3.9686566419277765,-5.943100614169785,-5.035272095216907,-5.471172415251745,-6.696252864451037,-8.326952921357233,-9.161303182784676,-9.12437545143686,-8.838752187699358,-9.37426662085549,-9.908756954817909,-9.64829897334677,-10.407659945922648,-11.451248003146562,-12.152569708937362,-11.961295005507186,-10.999539439776424,-10.557544686725201,-10.839153432786906,-10.24775107393844,-10.274741034985961,-10.111303624906931,-8.42459128650939,-7.710524111322372,-8.704943360363794,-6.8129972504471485,-6.471126295911792,-7.583433805707871,-6.792411929354292,-6.356865667926702,-5.536972591937252,-5.027061846268537,-6.206563490207191,-5.680070119537936,-7.56397406406491,-8.437165568403763,-7.829638147914288,-9.515160452121487,-11.975796138090583,-11.47761164569429,-12.17491681652203,-13.921663559960813,-12.82122427076149,-11.702651371720412,-12.034977164685099,-11.804312226561203,-12.353917562186375,-14.687126821970905,-14.901842666057258,-13.071987839268328,-12.766858357444729,-13.861767806452773,-13.312379375905993,-12.939307385102909,-12.516655919679451,-11.236677395537562,-11.920209118551604,-11.030362364086631,-9.203642972594258,-9.181595690337442,-8.093163484769988,-8.676631809167063,-9.014107031332035,-9.582483921820497,-11.25440600000675,-11.405822184446643,-12.509950427514058,-12.940336917381467,-12.18752703098062,-12.444776994009795,-12.77244539431309,-12.97419755204631,-13.54389010250087,-11.520292082708124,-11.173533644919154,-10.977248600252176,430000000,1.0498221244986776,205000000000,1324.215314052905,TestV5/recplot/1324.png,TestV5/projection/1324.png,TestV5/cleanrec/1324.png
Data9,0.5019855608850661,1.718035087948762,1.2410626916454253,1.9022532296443553,2.9674525361804847,3.896559490603704,3.6209145024888056,4.79804157391125,4.718165764650874,4.173630564872849,3.1363515280813985,3.809210266769771,2.8923453827306194,4.189228841091855,5.58694299845976,6.072504869457534,6.683847514129613,6.003734752643071,8.412223406486055,7.506522564680021,7.689111570900133,9.579054343104954,6.3056528916311185,7.334767249293316,7.840229424876005,9.203005509404548,10.426037355407514,10.655224405795751,10.528315999882071,11.163802479089368,12.30334485167255,13.301639331328456,13.848804736857653,12.792240602501318,14.00773560574705,13.32948462359107,13.078299737867964,14.637771198466538,15.117880215742796,15.00211153712658,13.595761409619167,14.35694929694777,14.900642287424002,15.505893387930147,16.890448888013704,16.637502134220952,15.04405637900977,14.742015449379661,14.56020398819849,14.719884661629559,14.23293320376216,14.330403329376837,13.592545630969722,14.668796595369688,15.873490269025774,15.923834246531499,16.60140322023445,16.87859000787225,15.251726939833073,15.024840167062623,16.671261644650073,18.968279386076652,18.650350713092898,19.791764359563196,18.524092186687735,18.575333821280847,17.62225403718431,17.772722527001864,18.30996661972263,16.822263562137188,18.06841911059958,18.617562713196286,20.625504611574883,20.238135821603432,21.113150570798837,21.60444088779068,20.927957453385076,19.654414543350367,19.802176687444394,18.151595998268874,17.132429804924257,15.376854922117948,15.501607888136379,15.128064681530471,15.411028714898727,14.595475743953443,13.362599011280684,14.649409521625525,15.071839570007162,17.689078514219467,18.68088005161174,19.37381647906342,18.657571321500523,20.32924913882335,20.006312465762367,18.71683002586146,20.07544262008733,21.126178794169654,21.96189761799942,23.137462536681156,430000000,1.0498221244986776,205000000000,747.9125641634547,TestV5/recplot/747.png,TestV5/projection/747.png,TestV5/cleanrec/747.png
